"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"1780",1,0,1,0,1,1,0,1,1,2
"1781",0,0,0,0,0,0,0,0,1,1
"1782",0,1,0,0,0,1,0,1,1,2
"1783",0,0,0,0,0,0,1,0,1,0
"1784",1,2,0,1,1,0,1,2,0,1
"1785",0,0,0,0,0,0,0,0,0,2
"1786",1,0,0,1,0,1,0,1,1,1
"1787",0,1,0,0,1,0,0,1,0,3
"1788",0,1,0,0,1,0,0,1,1,2
"1789",0,0,0,1,0,0,0,0,0,0
"1790",0,0,0,0,0,0,0,1,0,1
"1791",0,0,0,0,0,0,0,0,1,0
"1792",0,0,0,0,0,0,0,0,0,0
"1793",1,0,1,2,0,2,0,0,1,0
"1794",0,0,0,1,0,0,0,0,1,0
"1795",0,1,0,0,1,1,0,0,0,3
"1796",0,0,0,2,0,1,0,1,1,1
"1797",1,1,0,0,0,0,0,0,0,0
"1798",0,1,0,0,1,1,1,2,1,1
"1799",1,0,1,1,0,2,0,0,2,3
"1800",1,0,0,0,0,1,0,0,1,0
"1801",1,1,0,0,1,1,1,2,1,1
"1802",0,1,1,0,1,0,1,0,1,1
"1803",1,0,0,1,0,1,1,0,1,0
"1804",0,0,0,0,0,0,0,0,0,0
"1805",1,0,0,1,0,1,0,0,1,0
"1806",2,0,0,2,0,0,0,0,2,0
"1807",0,1,1,0,0,0,0,1,1,1
"1808",1,1,0,2,1,2,1,1,2,1
"1809",1,1,0,0,1,0,1,1,1,1
"1810",1,0,0,0,0,0,0,0,2,0
"1811",0,0,0,0,0,0,0,0,0,0
"1812",0,1,0,0,1,0,1,0,0,1
"1813",0,0,0,0,0,0,0,1,0,1
"1814",0,1,0,0,0,0,0,0,0,0
"1815",2,0,2,2,0,2,1,0,2,0
"1816",0,1,0,0,0,0,0,0,0,1
"1817",0,1,0,1,1,1,1,1,2,3
"1818",0,1,0,0,0,0,0,0,0,0
"1819",0,0,0,0,2,0,0,0,0,2
"1820",1,3,0,1,1,0,1,1,1,1
"1821",0,0,0,0,0,0,1,0,1,0
"1822",1,0,1,1,0,0,0,0,1,0
"1823",0,1,0,0,0,0,0,0,0,2
"1824",1,1,0,2,1,2,1,1,2,1
"1825",1,2,0,0,1,0,1,2,0,4
"1826",1,2,1,1,1,1,1,1,1,1
"1827",0,0,0,0,0,0,0,0,1,1
"1828",0,1,0,0,1,0,1,2,0,2
"1829",0,0,0,0,0,0,0,0,0,1
"1830",0,2,0,0,2,0,1,2,0,3
"1831",1,0,0,1,0,0,0,0,1,0
"1832",1,2,1,1,1,1,0,2,1,2
"1833",1,0,0,2,0,0,0,0,2,1
"1834",0,0,0,0,0,0,0,2,1,2
"1835",1,0,0,0,0,0,0,0,2,0
"1836",1,0,0,1,0,1,1,0,1,1
"1837",0,0,0,0,1,0,0,0,1,1
"1838",1,0,0,1,0,0,0,0,1,1
"1839",1,0,1,3,0,3,1,1,3,1
"1840",0,1,0,0,1,1,1,1,1,1
"1841",0,1,0,0,0,0,1,0,0,2
"1842",0,2,0,0,2,1,2,0,0,2
"1843",0,0,0,0,0,0,1,0,0,0
"1844",0,0,0,0,0,0,0,0,0,2
"1845",0,0,0,0,1,0,0,1,0,2
"1846",0,1,0,0,0,0,0,0,0,1
"1847",0,0,0,0,0,0,0,0,0,0
"1848",1,3,1,1,0,1,1,1,3,4
"1849",0,1,0,0,0,0,0,0,0,1
"1850",0,0,0,1,0,0,0,1,1,1
"1851",0,0,0,0,0,0,0,0,0,0
"1852",0,0,0,0,0,0,0,0,0,0
"1853",0,1,0,0,1,0,0,1,0,1
"1854",0,0,0,0,0,0,0,0,1,0
"1855",0,0,0,0,0,0,0,1,0,1
"1856",0,1,0,1,1,1,0,2,1,3
"1857",0,0,0,0,0,0,0,0,1,0
"1858",0,1,1,0,1,0,1,0,1,1
"1859",0,2,0,1,1,1,1,1,1,2
"1860",0,1,0,0,0,0,0,0,0,0
"1861",0,0,0,0,0,0,0,0,0,1
"1862",1,0,0,2,0,1,0,0,1,0
"1863",0,0,0,0,0,0,0,0,0,0
"1864",0,0,0,0,0,0,0,0,1,0
"1865",1,0,1,1,0,0,1,0,1,0
"1866",2,0,0,3,0,1,1,1,2,2
"1867",2,2,1,1,2,2,2,3,3,2
"1868",1,0,0,1,0,1,0,0,1,1
"1869",1,2,1,1,1,1,1,2,1,2
"1870",0,1,0,1,0,0,0,0,1,2
"1871",0,0,0,0,0,0,0,0,1,0
"1872",0,0,0,0,0,0,0,0,1,1
"1873",0,0,0,0,0,0,0,0,0,0
"1874",0,0,0,0,0,0,0,0,0,0
"1875",0,0,1,0,0,0,0,0,2,0
"1876",0,0,0,0,0,1,0,0,1,0
"1877",0,0,0,0,0,0,0,0,0,0
"1878",0,1,0,1,1,1,2,2,2,2
"1879",0,0,0,0,0,0,0,0,0,0
"1880",0,0,0,0,0,0,0,1,1,1
"1881",0,1,0,0,0,0,1,0,0,1
"1882",0,0,0,0,0,0,0,0,1,0
"1883",0,0,1,0,0,0,0,0,1,0
"1884",0,0,0,0,0,0,0,1,0,2
"1885",0,2,0,0,1,0,0,1,0,3
"1886",0,1,0,0,1,0,0,2,0,2
"1887",1,0,0,1,0,0,0,0,1,0
"1888",1,2,1,1,1,1,1,1,1,1
"1889",0,1,0,0,0,0,0,0,1,1
"1890",0,0,0,0,0,0,0,0,0,0
"1891",0,0,0,0,1,1,0,0,1,1
"1892",1,1,0,1,0,0,0,0,1,0
"1893",1,1,0,1,0,0,2,0,2,3
"1894",0,0,0,0,0,0,0,1,0,1
"1895",0,0,2,0,0,0,0,0,2,1
"1896",1,1,2,1,0,1,0,1,2,1
"1897",0,0,1,0,0,0,0,1,0,0
"1898",0,1,0,0,0,0,0,0,0,0
"1899",1,0,0,0,0,0,0,0,1,1
"1900",0,0,0,1,0,0,0,0,1,0
"1901",1,0,1,2,0,1,0,0,1,0
"1902",0,1,0,0,1,0,1,1,0,1
"1903",0,0,0,0,1,0,0,0,0,1
"1904",0,0,0,0,0,0,0,0,0,1
"1905",0,0,0,0,0,0,0,1,0,0
"1906",0,0,0,0,0,0,0,1,0,1
"1907",0,0,0,0,0,0,0,0,0,0
"1908",0,1,0,0,0,0,0,0,0,0
"1909",0,0,0,0,0,0,0,1,0,2
"1910",1,0,0,2,0,2,1,0,2,0
"1911",2,0,1,1,0,2,0,1,2,2
"1912",0,0,0,0,0,0,0,0,0,1
"1913",0,0,1,0,0,0,0,0,0,1
"1914",0,0,0,0,0,0,0,0,0,0
"1915",0,0,0,0,0,0,0,0,0,0
"1916",0,0,0,0,0,0,0,0,0,0
"1917",0,0,0,0,0,0,0,1,0,0
"1918",0,0,0,0,0,0,0,0,0,0
"1919",0,1,0,0,0,1,0,1,1,1
"1920",0,1,0,0,1,0,1,2,0,2
"1921",0,0,0,0,0,0,0,0,0,0
"1922",1,0,0,0,0,0,0,1,1,3
"1923",1,0,1,2,0,1,0,1,1,0
"1924",2,2,0,2,1,1,0,5,2,5
"1925",0,1,0,0,0,1,0,0,1,1
"1926",0,0,0,0,0,0,0,1,0,1
"1927",0,1,0,0,0,0,0,1,0,2
"1928",0,1,0,1,0,0,0,0,2,1
"1929",1,2,0,3,1,1,1,2,4,2
"1930",0,0,0,0,0,0,0,1,0,1
"1931",0,0,0,0,0,0,0,0,0,2
"1932",1,1,1,2,1,1,2,1,1,1
"1933",0,0,0,2,0,1,0,0,1,0
"1934",0,1,0,0,1,0,1,1,0,1
"1935",0,0,1,0,0,0,0,1,0,0
"1936",1,0,0,1,0,0,0,1,1,0
"1937",0,2,1,0,2,0,1,2,0,3
"1938",0,1,0,0,2,0,0,0,0,2
"1939",0,0,1,1,0,1,0,0,1,2
"1940",1,0,0,0,0,1,0,0,1,1
"1941",1,1,0,1,0,0,0,1,0,2
"1942",0,1,0,1,0,0,0,2,0,3
"1943",0,0,0,0,0,1,0,1,1,2
"1944",0,1,0,0,1,0,1,1,0,1
"1945",0,1,0,0,0,0,1,0,1,1
"1946",0,2,0,0,1,1,1,1,1,2
"1947",0,0,0,0,0,0,0,0,1,0
"1948",0,1,0,0,1,0,2,2,0,1
"1949",0,0,0,0,1,0,0,1,1,2
"1950",0,0,0,0,0,0,0,0,0,0
"1951",0,2,0,0,1,1,0,2,1,3
"1952",0,0,0,0,0,0,0,0,0,0
"1953",0,0,0,0,0,0,1,0,0,1
"1954",0,0,0,0,0,0,1,0,0,0
"1955",0,0,0,0,0,0,0,0,0,0
"1956",0,0,0,0,0,0,1,0,0,0
"1957",1,0,1,1,0,1,0,0,1,0
"1958",0,0,0,0,0,0,1,0,0,0
"1959",0,1,0,0,0,0,0,2,0,1
"1960",1,2,0,0,2,0,2,2,0,2
"1961",0,0,0,0,0,0,0,1,0,0
"1962",0,0,0,0,0,0,0,0,0,0
"1963",0,1,0,0,0,0,0,1,0,1
"1964",0,1,1,0,1,0,1,1,1,1
"1965",0,0,0,1,0,0,0,1,0,3
"1966",0,0,0,0,0,2,0,0,2,2
"1967",1,0,0,0,1,0,0,0,0,1
"1968",0,0,0,0,0,0,0,0,0,0
"1969",0,0,0,0,0,0,0,0,0,1
"1970",0,1,1,0,0,0,0,1,1,0
"1971",0,0,0,0,1,1,0,0,1,1
"1972",0,2,0,0,0,0,0,0,0,2
"1973",1,1,0,0,0,0,1,2,1,0
"1974",0,1,0,0,1,1,0,1,1,2
"1975",0,1,0,0,1,0,0,1,0,1
"1976",0,1,0,0,1,0,1,1,0,1
"1977",0,0,0,0,0,0,0,0,0,1
"1978",1,0,0,2,0,1,1,0,1,1
"1979",0,0,0,0,2,0,0,0,0,3
"1980",1,1,0,1,1,0,0,3,1,2
"1981",1,0,0,2,0,2,1,0,2,0
"1982",0,0,0,0,0,0,0,1,0,1
"1983",1,0,1,1,0,1,0,0,1,0
"1984",0,0,0,0,0,0,0,0,0,0
"1985",0,0,0,0,1,0,0,1,1,1
"1986",1,1,0,0,1,0,1,2,2,2
"1987",0,1,0,0,1,0,0,0,0,1
"1988",0,0,0,0,0,0,0,0,0,0
"1989",0,1,0,1,1,1,0,1,1,1
"1990",1,1,0,0,1,0,1,1,0,2
"1991",0,0,0,0,0,1,0,3,1,2
"1992",0,0,0,0,0,0,0,0,0,1
"1993",1,1,0,1,0,0,0,1,1,0
"1994",0,0,0,0,0,0,1,0,0,0
"1995",1,0,0,1,0,0,0,2,1,1
"1996",0,0,0,0,0,0,0,0,1,0
"1997",0,0,0,0,0,0,0,1,0,0
"1998",0,0,0,1,0,0,0,0,1,0
"1999",1,0,0,2,0,1,1,0,1,0
"2000",0,1,0,1,1,0,0,0,1,2
"2001",0,1,0,0,1,2,1,2,2,2
"2002",1,1,0,0,1,1,1,2,1,2
"2003",0,0,0,0,0,0,0,0,0,1
"2004",0,0,0,1,0,0,0,0,1,0
"2005",0,1,0,0,1,0,1,1,0,1
"2006",1,0,0,2,0,0,1,1,0,1
"2007",0,0,0,0,0,0,0,0,0,0
"2008",0,1,0,0,1,0,1,1,0,1
"2009",0,0,0,1,0,0,0,0,1,0
"2010",0,0,0,0,0,0,0,0,0,0
"2011",0,0,0,0,0,0,0,0,0,1
"2012",0,1,0,0,0,0,0,0,1,0
"2013",0,1,0,0,1,2,1,2,2,3
"2014",0,0,0,0,1,0,0,0,0,1
"2015",0,0,0,1,0,0,0,0,1,0
"2016",0,0,0,0,0,0,0,1,1,2
"2017",0,0,0,0,0,0,0,0,0,0
"2018",1,0,0,1,0,0,0,0,1,0
"2019",0,2,0,0,0,0,0,1,0,1
"2020",0,0,0,0,0,0,0,1,0,0
"2021",0,0,0,0,0,0,0,1,0,1
"2022",0,0,0,0,0,0,0,1,0,1
"2023",1,1,0,1,0,0,0,1,0,3
"2024",1,0,0,1,0,0,0,0,1,0
"2025",1,0,0,2,0,1,0,1,2,1
"2026",0,0,0,0,0,0,0,0,0,0
"2027",0,0,0,0,0,0,0,0,0,0
"2028",0,0,0,0,0,0,0,0,0,0
"2029",0,2,0,1,1,0,1,0,1,3
"2030",0,0,0,1,0,1,0,0,0,0
"2031",0,0,0,0,0,0,0,0,0,0
"2032",0,0,0,0,0,0,1,1,0,1
"2033",0,0,0,0,0,0,1,1,0,1
"2034",1,1,1,2,1,1,1,0,1,1
"2035",2,1,0,1,1,0,0,2,1,1
"2036",0,0,0,0,0,0,0,0,0,1
"2037",0,0,0,0,0,0,0,1,1,1
"2038",1,1,0,2,1,1,0,2,2,2
"2039",0,0,0,0,0,0,0,2,0,2
"2040",0,0,0,0,0,1,0,1,1,0
"2041",0,0,0,1,0,0,0,1,0,2
"2042",0,0,0,0,0,0,0,0,1,0
"2043",0,0,0,0,0,0,0,0,0,0
"2044",0,2,0,0,1,0,0,1,0,2
"2045",0,0,0,0,0,1,2,2,1,1
"2046",0,0,0,0,0,0,0,1,0,1
"2047",0,1,0,0,0,0,0,0,1,1
"2048",0,0,0,0,0,0,0,0,0,1
"2049",0,1,0,0,0,0,0,1,0,1
"2050",0,1,0,0,1,0,1,4,0,4
"2051",0,0,0,0,0,0,0,0,0,0
"2052",0,0,0,0,0,0,0,0,0,0
"2053",0,0,0,0,0,0,0,0,0,0
"2054",0,1,0,0,1,0,0,1,0,1
"2055",0,0,0,0,0,0,1,1,0,1
"2056",0,0,0,0,0,1,1,0,1,0
"2057",0,0,1,0,0,0,0,0,1,1
"2058",2,0,2,1,0,2,1,0,2,1
"2059",0,0,0,0,0,0,0,2,0,4
"2060",0,0,0,0,0,1,0,1,1,1
"2061",1,1,0,0,1,0,2,1,0,1
"2062",0,0,0,0,0,0,0,0,0,1
"2063",0,0,0,0,0,0,0,0,0,0
"2064",0,0,0,0,0,0,1,0,0,0
"2065",1,0,0,1,0,0,0,1,1,1
"2066",0,1,0,0,1,1,0,0,0,1
"2067",1,0,0,1,0,1,1,0,1,0
"2068",0,0,0,0,1,0,0,1,0,1
"2069",0,1,0,0,1,0,0,1,0,1
"2070",0,0,0,0,0,0,0,0,0,0
"2071",1,0,0,0,0,0,0,1,1,0
"2072",0,0,0,0,0,0,0,0,0,0
"2073",0,1,1,1,0,0,0,2,1,4
"2074",0,0,0,1,0,0,0,0,2,0
"2075",0,0,1,0,0,0,0,1,1,1
"2076",0,0,0,1,1,0,1,1,0,1
"2077",0,0,0,0,0,0,0,0,0,1
"2078",1,1,0,1,0,0,1,2,2,0
"2079",0,1,0,0,1,0,1,0,0,2
"2080",0,0,0,0,0,0,0,2,0,2
"2081",1,1,0,0,0,0,0,1,0,1
"2082",0,0,0,0,0,0,0,0,1,0
"2083",0,0,0,0,0,0,2,1,1,2
"2084",0,1,0,0,1,0,0,2,0,1
"2085",0,0,0,0,0,0,0,0,0,1
"2086",0,0,0,0,0,0,0,0,1,0
"2087",0,0,0,0,0,0,0,0,0,1
"2088",0,0,0,1,1,1,0,1,0,1
"2089",0,1,0,0,2,1,0,0,0,2
"2090",0,1,0,0,0,0,0,0,1,0
"2091",0,0,0,0,0,0,0,0,0,1
"2092",0,0,0,0,0,0,0,2,0,1
"2093",0,1,0,0,1,0,0,0,1,2
"2094",1,0,0,1,0,0,0,0,1,1
"2095",0,0,0,0,0,0,0,1,0,1
"2096",0,1,0,0,1,0,0,1,1,1
"2097",0,0,0,0,0,0,0,0,0,1
"2098",0,0,0,0,0,0,0,0,0,1
"2099",0,0,0,0,0,0,0,0,0,0
"2100",1,1,0,0,1,0,2,1,0,1
"2101",1,0,1,2,0,1,1,0,2,1
"2102",0,0,0,0,0,0,0,0,0,0
"2103",0,0,0,1,0,1,0,0,0,2
"2104",0,0,0,1,0,0,1,2,0,2
"2105",0,0,0,0,0,0,0,0,0,0
"2106",0,1,0,0,1,0,1,1,0,2
"2107",0,1,0,0,0,0,0,0,0,1
"2108",0,0,0,0,0,0,0,0,0,0
"2109",0,1,0,1,2,0,1,1,0,3
"2110",0,0,0,1,0,1,0,0,1,1
"2111",0,0,0,0,0,0,0,1,0,2
"2112",1,1,0,0,1,0,2,1,0,1
"2113",0,1,0,1,0,0,0,1,0,1
"2114",0,1,0,0,2,0,1,2,0,2
"2115",0,0,0,0,0,0,0,0,0,4
"2116",0,0,0,0,0,0,0,0,0,1
"2117",0,1,0,0,1,0,0,1,1,1
"2118",0,0,0,0,0,0,0,1,1,1
"2119",1,1,0,0,0,0,0,0,0,0
"2120",0,0,0,0,0,0,0,0,0,0
"2121",2,0,2,1,0,2,1,0,2,1
"2122",0,0,0,0,0,0,0,0,0,1
"2123",0,0,0,0,0,0,0,0,0,0
"2124",0,1,0,0,1,0,0,2,0,2
"2125",0,0,0,0,0,0,0,0,0,2
"2126",0,0,0,0,2,0,1,1,0,2
"2127",1,1,1,1,0,0,0,1,2,0
"2128",0,0,0,0,0,0,0,0,0,0
"2129",0,0,0,1,0,1,0,0,4,0
"2130",1,0,0,0,0,0,0,1,1,1
"2131",0,0,0,0,0,0,0,0,0,0
"2132",0,0,0,1,0,0,0,0,2,0
"2133",2,0,0,0,0,0,1,0,2,0
"2134",0,0,0,0,0,0,0,0,0,0
"2135",0,0,0,0,0,0,0,0,0,0
"2136",0,1,0,0,1,0,0,0,0,1
"2137",0,0,0,0,0,0,0,1,1,0
"2138",0,0,0,0,0,0,0,1,0,2
"2139",0,0,0,0,0,0,0,0,0,0
"2140",0,0,0,0,0,0,0,0,0,0
"2141",0,0,0,0,0,0,0,0,0,0
"2142",0,0,0,1,0,0,0,1,1,0
"2143",1,0,1,2,0,2,1,0,2,0
"2144",1,0,0,1,0,0,0,1,1,2
"2145",0,0,0,0,0,0,0,1,1,3
"2146",0,0,0,0,0,0,0,0,0,0
"2147",1,0,1,1,0,0,0,0,1,0
"2148",0,0,0,0,0,0,0,0,1,0
"2149",0,1,0,0,0,0,1,2,0,2
"2150",0,0,0,0,1,0,0,1,0,1
"2151",0,0,0,0,0,0,0,0,0,0
"2152",0,0,0,0,0,0,0,1,0,0
"2153",0,0,0,2,1,2,1,1,2,1
"2154",0,1,0,0,0,0,0,1,0,1
"2155",0,0,0,0,0,0,0,0,0,0
"2156",1,0,2,2,0,1,0,1,2,2
"2157",0,0,0,0,0,0,0,0,0,0
"2158",0,0,0,0,0,0,0,0,0,0
"2159",0,1,0,0,0,0,0,0,0,1
"2160",0,0,0,0,0,1,0,1,1,1
"2161",0,0,0,0,0,0,0,0,0,0
"2162",0,0,0,2,0,0,0,1,1,2
"2163",0,0,0,0,0,0,1,2,2,1
"2164",0,1,0,0,0,0,0,0,0,0
"2165",0,1,0,0,0,0,0,1,0,2
"2166",0,1,0,1,2,0,1,0,1,2
"2167",0,0,0,0,0,0,0,1,0,1
"2168",0,1,0,0,1,0,1,0,0,2
"2169",1,1,0,2,1,0,0,1,0,1
"2170",0,0,0,0,0,0,0,0,1,0
"2171",0,0,0,0,0,0,0,1,0,2
"2172",0,0,0,1,0,0,0,0,0,1
"2173",0,0,0,0,0,0,0,0,0,0
"2174",0,1,0,0,0,0,0,0,0,0
"2175",0,1,0,0,1,0,0,2,0,1
"2176",0,0,1,0,0,0,0,1,0,0
"2177",0,0,0,0,0,0,0,0,1,0
"2178",0,0,0,0,0,0,1,1,0,1
"2179",0,0,0,0,0,0,0,1,0,1
"2180",1,0,1,1,0,0,0,0,1,1
"2181",0,0,0,0,0,0,0,0,0,1
"2182",0,0,0,0,0,0,1,0,0,0
"2183",0,0,0,0,0,0,0,0,1,1
"2184",0,0,0,0,0,0,0,0,0,0
"2185",2,1,1,0,1,1,0,2,1,4
"2186",2,1,1,2,0,1,1,1,1,0
"2187",0,0,0,0,0,0,0,1,0,1
"2188",0,1,0,0,1,0,1,1,0,1
"2189",0,0,1,0,0,0,0,3,1,2
"2190",0,0,0,1,1,1,0,1,2,1
"2191",0,0,0,0,0,0,0,0,0,1
"2192",0,0,0,0,0,0,0,0,0,0
"2193",1,2,0,1,0,0,0,1,1,1
"2194",0,0,0,0,0,0,0,1,0,0
"2195",1,0,0,1,0,1,0,1,1,1
"2196",1,1,0,1,0,0,0,2,1,2
"2197",0,0,0,0,0,0,0,0,0,0
"2198",0,0,0,0,0,0,0,1,0,1
"2199",0,2,0,1,0,0,1,0,0,0
"2200",2,0,1,2,0,1,1,0,2,0
"2201",0,0,0,0,0,0,0,0,0,0
"2202",0,1,0,0,1,0,0,1,0,3
"2203",0,0,0,0,0,1,0,0,2,1
"2204",0,0,0,0,0,0,0,0,0,0
"2205",0,2,0,0,0,0,0,1,0,1
"2206",0,0,0,0,0,0,0,0,0,0
"2207",1,0,1,1,0,1,0,1,1,2
"2208",1,0,0,1,0,0,0,0,1,0
"2209",1,0,0,1,0,0,0,0,1,0
"2210",0,0,0,0,0,0,0,0,0,0
"2211",0,0,2,0,0,0,0,1,2,0
"2212",0,0,0,0,0,0,0,0,0,0
"2213",0,0,0,1,0,1,0,0,1,0
"2214",1,1,0,0,1,1,1,1,0,1
"2215",0,0,0,0,0,0,1,2,0,1
"2216",0,1,0,1,0,0,0,0,1,0
"2217",1,0,0,2,1,2,1,2,2,1
"2218",1,0,2,3,0,0,0,1,3,0
"2219",0,0,1,0,0,0,0,2,2,2
"2220",0,1,0,0,1,0,0,1,0,1
"2221",0,0,0,0,0,0,0,0,0,0
"2222",0,0,0,0,0,0,0,0,0,1
"2223",0,1,0,0,0,0,0,1,0,1
"2224",0,1,0,0,1,0,0,1,0,1
"2225",0,1,0,0,1,0,0,2,1,1
"2226",1,0,1,2,0,1,0,0,2,1
"2227",0,0,0,0,0,0,0,2,0,1
"2228",0,1,1,0,2,1,1,1,1,2
"2229",1,1,0,1,1,0,0,2,0,3
"2230",0,0,1,1,0,0,0,0,3,0
"2231",1,0,1,1,0,1,0,0,1,1
"2232",0,0,0,0,0,0,0,0,0,0
"2233",0,0,0,0,0,0,0,0,0,0
"2234",0,1,0,1,0,0,0,0,1,1
"2235",2,2,0,1,0,0,1,0,2,0
"2236",0,0,0,1,0,0,0,1,1,1
"2237",1,0,1,1,0,1,0,0,1,0
"2238",0,0,0,1,0,1,0,1,1,1
"2239",0,0,0,0,0,0,0,0,0,1
"2240",0,0,0,0,0,0,0,0,1,0
"2241",0,0,0,0,0,0,0,0,0,0
"2242",0,0,0,0,0,0,0,1,0,0
"2243",0,1,0,0,1,0,0,0,0,2
"2244",0,0,0,0,0,0,0,1,0,1
"2245",0,1,0,0,1,0,1,1,0,2
"2246",1,0,0,2,1,2,1,2,2,1
"2247",0,0,0,0,0,0,0,2,0,1
"2248",0,0,0,1,0,0,0,0,1,1
"2249",0,0,0,0,0,0,0,0,0,0
"2250",1,0,0,2,0,1,0,1,2,0
"2251",0,0,0,0,0,0,1,0,0,1
"2252",0,0,0,0,0,0,0,1,0,2
"2253",0,0,0,0,0,0,0,0,0,2
"2254",1,1,0,0,1,0,1,1,0,1
"2255",0,0,0,0,0,0,0,0,0,1
"2256",1,0,0,1,0,0,0,1,1,2
"2257",1,0,0,0,0,0,1,2,1,1
"2258",0,0,0,0,1,0,0,1,0,1
"2259",0,0,0,1,0,0,0,0,2,1
"2260",0,1,0,0,0,0,0,1,1,1
"2261",0,0,0,0,0,0,0,1,0,1
"2262",1,1,0,1,0,0,1,0,1,0
"2263",0,0,0,0,0,0,0,1,0,1
"2264",0,1,0,1,1,1,1,1,0,1
"2265",0,1,0,0,0,0,0,0,1,1
"2266",1,0,2,3,0,0,0,1,3,0
"2267",0,0,0,0,0,0,0,0,0,2
"2268",1,0,1,1,1,1,1,1,1,1
"2269",0,2,0,0,2,0,2,3,0,3
"2270",0,1,0,0,1,0,1,1,0,1
"2271",1,0,0,0,0,0,0,0,1,0
"2272",0,1,0,0,1,0,0,1,1,1
"2273",0,1,0,0,1,0,0,0,0,1
"2274",1,0,0,1,0,2,0,1,2,0
"2275",0,0,0,0,0,0,0,0,0,0
"2276",1,0,1,0,0,1,0,0,1,0
"2277",0,1,0,0,0,0,0,1,1,1
"2278",0,0,0,1,0,0,1,2,0,1
"2279",2,2,0,1,0,0,1,0,1,2
"2280",1,2,0,0,1,0,1,1,0,3
"2281",0,0,0,1,0,0,0,0,1,0
"2282",0,0,1,0,0,0,0,0,1,0
"2283",0,1,1,0,1,0,0,1,2,1
"2284",0,0,1,0,0,0,0,2,2,2
"2285",0,0,0,0,0,1,0,2,1,1
"2286",1,0,2,1,0,1,0,0,2,0
"2287",0,0,0,0,0,0,0,0,0,0
"2288",0,1,0,1,0,0,0,0,1,0
"2289",0,1,0,0,0,0,1,2,1,1
"2290",0,0,0,0,0,1,0,0,1,0
"2291",0,0,0,0,0,0,0,0,0,0
"2292",1,2,2,0,0,0,0,0,2,1
"2293",0,0,1,0,0,0,0,0,1,0
"2294",0,0,0,1,0,0,0,0,0,0
"2295",0,1,0,0,0,1,1,1,2,1
"2296",0,1,0,1,1,1,1,0,1,2
"2297",0,0,0,0,1,1,0,0,0,1
"2298",0,2,0,1,1,0,2,1,0,1
"2299",0,0,0,1,0,1,0,1,2,0
"2300",0,0,0,0,0,0,0,1,0,1
"2301",2,0,2,0,0,1,0,1,2,0
"2302",1,0,0,0,0,0,1,2,1,1
"2303",0,0,2,0,0,0,0,1,2,0
"2304",0,0,0,0,0,0,0,0,0,0
"2305",0,0,0,0,1,0,1,0,0,1
"2306",0,2,0,2,0,1,1,2,1,2
